"dyad","clip","conv","minu","raid","rsex","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","speaking","contribution","content","tsex","power","enunciated","chillness","presence","motherease","calmness","dominance","responsivity"
76,1,1,3,5,1,2,2,3,2,3,5,3,5,5,5,3,6,6,6,6,40,70,2,1,2.5,5,2.5,55,5,3,6,5.75
76,2,2,3,5,1,4,3,3,5,3,5,3,3,3,5,3,5,5,5,6,50,80,2,1,3.5,3,3.5,65,5,3,6,5
76,3,3,1,5,1,2,2,3,3,3,4,2,4,3,4,4,5,6,6,3,20,10,1,1,2.5,3.5,2.5,15,4,4,3,5.25
76,4,3,2,5,1,2,2,3,5,2,1,3,4,3,5,5,3,5,5,6,60,70,1,1,3,3.5,2.5,65,1,5,6,4.5
77,1,1,3,5,1,5,5,3,5,3,2,5,2,5,5,5,2,3,6,3,45,60,2,1,4.5,3.5,4,52.5,2,5,3,4
77,2,2,3,5,1,3,3,5,2,2,1,2,5,3,5,5,4,3,5,3,60,50,1,1,2.25,4,4,55,1,5,3,4.25
77,3,3,1,5,1,5,3,5,3,5,1,5,3,3,5,5,3,4,6,5,60,40,2,1,4,3,5,50,1,5,5,4.5
77,4,3,2,5,1,3,3,5,5,3,1,2,3,2,5,5,3,6,6,5,55,60,1,1,3.25,2.5,4,57.5,1,5,5,5
78,1,1,3,5,1,5,4,5,5,5,1,5,5,2,5,4,5,4,5,5,70,50,1,1,4.75,3.5,5,60,1,4,5,4.75
78,2,2,3,5,1,5,3,5,5,5,2,4,6,6,3,5,6,5,3,3,60,50,1,1,4.25,6,5,55,2,5,3,4.25
78,3,3,1,5,1,5,3,5,3,5,1,1,3,4,3,5,6,6,3,4,35,25,1,1,3,3.5,5,30,1,5,4,4.5
78,4,3,2,5,1,3,3,5,3,3,1,1,3,6,3,5,5,6,6,4,50,75,1,1,2.5,4.5,4,62.5,1,5,4,5
79,1,1,3,5,1,2,1,4,2,2,1,2,2,5,2,6,3,6,3,3,40,30,1,1,1.75,3.5,3,35,1,6,3,3.5
79,2,2,3,5,1,5,2,4,2,3,1,3,2,6,5,6,6,6,6,5,60,75,3,1,2.5,4,4.5,67.5,1,6,5,5.75
79,3,3,1,5,1,3,3,4,2,2,1,1,2,6,3,3,5,6,2,2,30,5,1,1,2,4,3.5,17.5,1,3,2,4
79,4,3,2,5,1,5,3,4,3,3,1,3,3,3,6,6,6,4,4,3,40,50,1,1,3,3,4.5,45,1,6,3,5
80,1,1,3,5,1,3,4,4,6,6,1,3,3,3,5,6,7,5,5,2,60,35,1,1,4.75,3,3.5,47.5,1,6,2,5.5
80,2,2,3,5,1,2,3,3,3,6,2,3,3,5,3,6,3,7,6,2,50,20,1,1,3.75,4,2.5,35,2,6,2,4.75
80,3,3,1,5,1,5,4,3,3,3,1,3,4,5,5,6,3,6,5,2,40,50,2,1,3.25,4.5,4,45,1,6,2,4.75
80,4,3,2,5,1,4,2,4,3,3,1,1,3,3,3,4,4,6,3,2,30,25,1,1,2.25,3,4,27.5,1,4,2,4
